,_id,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId,receipt_id
3682,3682,,Cranberry Sunshine,4.98,4.98,,1065,,1.0,,,,,,,,,,,,,,,4.98,SUNSHINE C,,,,,,,,,,,600afbd90a720f053500000b
3683,3683,025500005188,Folgers Classic Roast Medium Roast Ground Coffee,9.99,9.99,,1067,,1.0,,,,,,,,SWISS MISS CAFÉ,5e825d64f221c312e698a62a,,,,FOLGERS,MAXWELL HOUSE GROUND COFFEE,9.99,FOLGERS COFF CLSC,,,,,True,,,,,,600afbd90a720f053500000b
3684,3684,,FOLGERS COFFEE,9.99,9.99,,1069,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,FOLGERS,MAXWELL HOUSE GROUND COFFEE,9.99,FOLGERS COFFEE,,,,,True,,,,,,600afbd90a720f053500000b
3685,3685,029000017986,PLANTERS Deluxe Mixed Nuts With Sea Salt - 34oz,14.99,14.99,,1073,,1.0,,,,,,,559c2234e4b06aca36af13c6,PLANTERS MIXED NUTS,559c2234e4b06aca36af13c6,,,,PLANTERS,,14.99,PLNTR CASHEV/S 3307,,,75.0,,,,,,,PLANTERS MIXED NUTS,600afbd90a720f053500000b
3686,3686,,KLLGO FUN PAUCK CRL,4.99,4.99,,1078,,1.0,,,,,,,,,,,,,,,4.99,KLLGO FUN PAUCK CRL,,,,,,,,,,,600afbd90a720f053500000b
3687,3687,,FRU SNACKS,5.99,5.99,,1086,,1.0,,,,,,,,,,,,,,,5.99,FRU SNACKS,,,,,,,,,,,600afbd90a720f053500000b
3688,3688,,PRG US ORG CF SPS,2.99,2.99,,1088,,1.0,,,,,,,,,,,,,PROGRESSO,,2.99,PRG US ORG CF SPS,,,,,,,,,,,600afbd90a720f053500000b
3689,3689,,PRINGLES CR1SPS,2.99,2.99,,1090,,1.0,,,,,,,,,,,,,PRINGLES,,2.99,PRINGLES CR1SPS,,,,,,,,,,,600afbd90a720f053500000b
3690,3690,,KLLGG S CEREA,4.99,4.99,,1092,,1.0,,,,,,,,,,,,,KELLOGG'S,,4.99,KLLGG S CEREA,,,,,,,,,,,600afbd90a720f053500000b
3691,3691,,AR1 NEL,4.98,4.98,,1095,,1.0,,,,,,,,,,,,,,,4.98,AR1 NEL,,,,,,,,,,,600afbd90a720f053500000b
3692,3692,023400022212,Renuzit Air Freshener - Pearl Scents - Sparkling Rain,2.49,2.49,,1097,,1.0,,,,,,,,AIR WICK ROOM SPRAYS,5f036cedac99f02d72388690,,,,RENUZIT,,2.49,RT NELLIS SPARKL,,,,,True,,,,,,600afbd90a720f053500000b
3693,3693,,V SHBONE RUSSLAN,3.29,3.29,,1099,,1.0,,,,,,,,,,,,,,,3.29,V SHBONE RUSSLAN,,,,,,,,,,,600afbd90a720f053500000b
3694,3694,041695151721,Braswell's Raspberry Vinaigrette,5.49,5.49,,1106,,1.0,,,,,,,,HEALTHY CHOICE DRESSING,5e825d64f221c312e698a62a,,,,BRASWELL'S,,5.49,BRASWELL DRSSNG V,,,,,True,,,,,,600afbd90a720f053500000b
3695,3695,048001213517,BST FDS SPRD MYNS JAR 30 FL OZ,4.28,4.28,,1110,,1.0,,,,,,,,BEST FOODS MAYONNAISE,559c2234e4b06aca36af13c6,,,,HELLMANN'S/BEST FOODS,,4.28,BEST FOODS,,,,,,,,,,BEST FOODS MAYONNAISE,600afbd90a720f053500000b
3696,3696,,CMPBLCR,1.98,1.98,,1114,,1.0,,,,,,,,,,,,,,,1.98,CMPBLCR,,,,,,,,,,,600afbd90a720f053500000b
3697,3697,,C GRILL V ATES,1.99,1.99,,1118,,1.0,,,,,,,,,,,,,,,1.99,C GRILL V ATES,,,,,,,,,,,600afbd90a720f053500000b
3698,3698,,MCGRILLMATES,1.99,1.99,,1120,,1.0,,,,,,,,,,,,,MCCORMICK GRILL MATES,A.1. DRY RUB,1.99,MCGRILLMATES,,,,,,,,,,,600afbd90a720f053500000b
3699,3699,,LINDSAYOL,2.58,2.58,,1122,,1.0,,,,,,,,,,,,,,,2.58,LINDSAYOL,,,,,,,,,,,600afbd90a720f053500000b
3700,3700,,LINDSAYOL,2.58,2.58,,1124,,1.0,,,,,,,,,,,,,,,2.58,LINDSAYOL,,,,,,,,,,,600afbd90a720f053500000b
3701,3701,,OBTSAUSAG,6.98,6.98,,1126,,1.0,,,,,,,,,,,,,,,6.98,OBTSAUSAG,,,,,,,,,,,600afbd90a720f053500000b
3702,3702,071100200058,Hidden Valley Original Ranch Salad Dressing & Seasoning Mix 1 Oz,7.49,7.49,,1128,,1.0,,,,,,Action not allowed for user and CPG,5eebc5412455c97a877ef382,HIDDEN VALLEY DRY SALAD DRESSING & DIP MIX,5eebc5412455c97a877ef382,,,,HIDDEN VALLEY,,7.49,HVR SLDDRSG 36 FZ,,,,,,,,,,HIDDEN VALLEY DRY SALAD DRESSING & DIP MIX,600afbd90a720f053500000b
3703,3703,071100006681,Hidden Valley Original Ranch Salad Dressing 36 Oz,5.49,5.49,,1130,,1.0,,,,,,Action not allowed for user and CPG,5eebc5412455c97a877ef382,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,5eebc5412455c97a877ef382,,,,HIDDEN VALLEY,,5.49,HVR CUPSORIGINAL,,,,,,,,,,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,600afbd90a720f053500000b
3704,3704,,KITCHENA,2.08,2.08,,1132,,1.0,,,,,,,,,,,,,,,2.08,KITCHENA,,,,,,,,,,,600afbd90a720f053500000b
3705,3705,072310001244,Bigelow Tea Bags - Earl Grey,4.69,4.69,,1134,,1.0,,,,,,,,LIPTON TEA,5332f5f6e4b03c9a25efd0b4,,,,BIGELOW,LIPTON TEA,4.69,BGLW EARL GREYTEA,,,,,True,,,,,,600afbd90a720f053500000b
3706,3706,,WELCHSCON,2.98,2.98,,1136,,1.0,,,,,,,,,,,,,,,2.98,WELCHSCON,,,,,,,,,,,600afbd90a720f053500000b
3707,3707,,PEARLSOLIVES BLK,4.49,4.49,,1138,,1.0,,,,,,,,,,,,,,,4.49,PEARLSOLIVES BLK,,,,,,,,,,,600afbd90a720f053500000b
3708,3708,,ALSKBTRD PCN4.5OZ,4.19,4.19,,1140,,1.0,,,,,,,,,,,,,,,4.19,ALSKBTRD PCN4.5OZ,,,,,,,,,,,600afbd90a720f053500000b
3709,3709,,100 STOBABYSPR,5.99,5.99,,1198,,1.0,,,,,,,,,,,,,,,5.99,100 STOBABYSPR,,,,,,,,,,,600afbd90a720f053500000b
3710,3710,,101 LEGO71029,4.99,4.99,,1200,,1.0,,,,,,,,,,,,,,,4.99,101 LEGO71029,,,,,,,,,,,600afbd90a720f053500000b
3711,3711,,102 PCJAMIEPANEL,23.99,23.99,,1202,,1.0,,,,,,,,,,,,,,,23.99,102 PCJAMIEPANEL,,,,,,,,,,,600afbd90a720f053500000b
3712,3712,,103 PCJAMIEPANEL,23.99,23.99,,1204,,1.0,,,,,,,,,,,,,,,23.99,103 PCJAMIEPANEL,,,,,,,,,,,600afbd90a720f053500000b
3713,3713,,104 SFOW,3.05,3.05,,1206,,1.0,,,,,,,,,,,,,,,3.05,104 SFOW,,,,,,,,,,,600afbd90a720f053500000b
3714,3714,,264 810096 VE,6.98,6.98,,1210,,1.0,,,,,,,,,,,,,,,6.98,264 810096 VE,,,,,,,,,,,600afbd90a720f053500000b
3715,3715,,265 VLAURGUARI A,1.52,1.52,,1213,,1.0,,,,,,,,,,,,,,,1.52,265 VLAURGUARI A,,,,,,,,,,,600afbd90a720f053500000b
3716,3716,,266 PAGASA RIGATONI,0.19,0.19,,1216,,1.0,,,,,,,,,,,,,,,0.19,266 PAGASA RIGATONI,,,,,,,,,,,600afbd90a720f053500000b
3717,3717,,267 PAGUASA PAS,3.23,3.23,,1219,,1.0,,,,,,,,,,,,,,,3.23,267 PAGUASA PAS,,,,,,,,,,,600afbd90a720f053500000b
3718,3718,071100211474,Hidden Valley Original Ranch Salad Dressing 48 Oz,6.58,6.58,,1222,,1.0,,,,,,Action not allowed for user and CPG,5eebc5412455c97a877ef382,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,5eebc5412455c97a877ef382,,,,HIDDEN VALLEY,,6.58,268 HVR DRESSI,,,,,,,,,,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,600afbd90a720f053500000b
3719,3719,,269 KNUDSEJUICE BEE,7.89,7.89,,1225,,1.0,,,,,,,,,,,,,,,7.89,269 KNUDSEJUICE BEE,,,,,,,,,,,600afbd90a720f053500000b
3720,3720,,270.70PSODA COOL PACK,8.99,8.99,,1228,,1.0,,,,,,,,,,,,,,,8.99,270.70PSODA COOL PACK,,,,,,,,,,,600afbd90a720f053500000b
3721,3721,,271 GRUANURO FEITUCCINE,0.19,0.19,,1231,,1.0,,,,,,,,,,,,,,,0.19,271 GRUANURO FEITUCCINE,,,,,,,,,,,600afbd90a720f053500000b
3722,3722,,272 GRANOROSP,0.76,0.76,,1234,,1.0,,,,,,,,,,,,,,,0.76,272 GRANOROSP,,,,,,,,,,,600afbd90a720f053500000b
3723,3723,,2743 LUC CHESEMNOZZARLA,4.49,4.49,,1237,,1.0,,,,,,,,,,,,,,,4.49,2743 LUC CHESEMNOZZARLA,,,,,,,,,,,600afbd90a720f053500000b
3724,3724,,275 LUC FRZN DSRTVAN,6.99,6.99,,1243,,1.0,,,,,,,,,,,,,,,6.99,275 LUC FRZN DSRTVAN,,,,,,,,,,,600afbd90a720f053500000b
3725,3725,311111452382,MARIE CALLENDER'S POT PIE MULTI SERVE,6.99,6.99,,1246,,1.0,,,,,,Action not allowed for user and CPG,5e825d64f221c312e698a62a,MARIE CALLENDER'S POT PIE MULTI SERVE,5e825d64f221c312e698a62a,,,,MARIE CALLENDER'S,,6.99,276 VLAURIE CALLENDERS,,,,,False,,,,,MARIE CALLENDER'S POT PIE MULTI SERVE,600afbd90a720f053500000b
3726,3726,311111452382,MARIE CALLENDER'S POT PIE MULTI SERVE,6.99,6.99,,1249,,1.0,,,,,,Action not allowed for user and CPG,5e825d64f221c312e698a62a,MARIE CALLENDER'S POT PIE MULTI SERVE,5e825d64f221c312e698a62a,,,,MARIE CALLENDER'S,,6.99,277 R/AURIE CALLENDERS,,,,,False,,,,,MARIE CALLENDER'S POT PIE MULTI SERVE,600afbd90a720f053500000b
3727,3727,,278 B&JCHUNKYMONKEY,5.99,5.99,,1252,,1.0,,,,,,,,,,,,,,,5.99,278 B&JCHUNKYMONKEY,,,,,,,,,,,600afbd90a720f053500000b
3728,3728,612669316714,Laura's Lean Beef Beef - Ground,6.35,6.35,,1270,,1.0,,,,,,,,,,,,,LAURA'S LEAN BEEF,,6.35,284 90 LEAN GR BF,,,,,,,,,,,600afbd90a720f053500000b
3729,3729,,90% Lean Ground Beef,6.05,6.05,,1273,,1.0,,,,,,,,,,,,,,,6.05,285 90% LEAN GR BF,,,,,,,,,,,600afbd90a720f053500000b
3730,3730,,286 JV CHEDDAR,19.96,19.96,,1276,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,JOHNSONVILLE,OSCAR MAYER SAUSAGE LINK,19.96,286 JV CHEDDAR,,,,,True,,,,,,600afbd90a720f053500000b
3731,3731,,294 SIG PASTASHELLSM,1.25,1.25,,1296,,1.0,,,,,,,,,,,,,,,1.25,294 SIG PASTASHELLSM,,,,,,,,,,,600afbd90a720f053500000b
3732,3732,,295 SIGVNGRT,4.98,4.98,,1299,,1.0,,,,,,,,,,,,,,,4.98,295 SIGVNGRT,,,,,,,,,,,600afbd90a720f053500000b
3733,3733,,298 SIG PASTA,3.75,3.75,,1309,,1.0,,,,,,,,,,,,,,,3.75,298 SIG PASTA,,,,,,,,,,,600afbd90a720f053500000b
3734,3734,,300 CLASSICOALFRD ROM,3.49,3.49,,1316,,1.0,,,,,,,,,,,,,,,3.49,300 CLASSICOALFRD ROM,,,,,,,,,,,600afbd90a720f053500000b
3735,3735,,301 CLASSICOPSTASCE,3.49,3.49,,1319,,1.0,,,,,,,,,,,,,,,3.49,301 CLASSICOPSTASCE,,,,,,,,,,,600afbd90a720f053500000b
3736,3736,,302 NBCCRCKR,7.98,7.98,,1322,,1.0,,,,,,,,,,,,,,,7.98,302 NBCCRCKR,,,,,,,,,,,600afbd90a720f053500000b
3737,3737,044000034030,NBSC OR DBL STF SNDW CRM FLD CHCL CK BOX 5.6 OZ,3.99,3.99,,1325,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,OREO,,3.99,303 NBC OREO CKY REG,,,,,,,,,,,600afbd90a720f053500000b
3738,3738,,304 NABISCOR TZCRISP,3.99,3.99,,1328,,1.0,,,,,,,,,,,,,,,3.99,304 NABISCOR TZCRISP,,,,,,,,,,,600afbd90a720f053500000b
3739,3739,044000051051,NBSC RTZ CHP SNCK SR CRM ONN TSTD OVN BKD SQR 40 PCT LS FAT BAG 8.1 OZ,3.99,3.99,,1331,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,RITZ TOASTED CHIPS,ATHENOS PITA CHIPS,3.99,305 NBC R TZTSTD CHPS,,,,,,,,,,,600afbd90a720f053500000b
3740,3740,,306 KNORRBFB,3.38,3.38,,1334,,1.0,,,,,,,,,,,,,,,3.38,306 KNORRBFB,,,,,,,,,,,600afbd90a720f053500000b
3741,3741,,307 HVRDRESSING,5.49,5.49,,1337,,1.0,,,,,,,,,,,,,,,5.49,307 HVRDRESSING,,,,,,,,,,,600afbd90a720f053500000b
3742,3742,,308 ARROWHEADWATER,3.99,3.99,,1340,,1.0,,,,,,,,,,,,,,,3.99,308 ARROWHEADWATER,,,,,,,,,,,600afbd90a720f053500000b
3743,3743,,Kettle Corn,11.97,11.97,,1343,,1.0,,,,,,,,,,,,,,,11.97,309 KETTLECOR,,,,,,,,,,,600afbd90a720f053500000b
3744,3744,,310 KRUAFTCRMCHSWHPD,5.29,5.29,,1346,,1.0,,,,,,,,,,,,,,,5.29,310 KRUAFTCRMCHSWHPD,,,,,,,,,,,600afbd90a720f053500000b
3745,3745,,311 LUCEGGSLARGEA,3.49,3.49,,1349,,1.0,,,,,,,,,,,,,,,3.49,311 LUCEGGSLARGEA,,,,,,,,,,,600afbd90a720f053500000b
3746,3746,,312 LUC CHESE MEDCHED,7.99,7.99,,1352,,1.0,,,,,,,,,,,,,,,7.99,312 LUC CHESE MEDCHED,,,,,,,,,,,600afbd90a720f053500000b
3747,3747,,313 LUCPARMSANCHEESE,3.19,3.19,,1355,,1.0,,,,,,,,,,,,,,,3.19,313 LUCPARMSANCHEESE,,,,,,,,,,,600afbd90a720f053500000b
3748,3748,,314 LUCCHESEMEXICAN,7.99,7.99,,1358,,1.0,,,,,,,,,,,,,,,7.99,314 LUCCHESEMEXICAN,,,,,,,,,,,600afbd90a720f053500000b
3749,3749,,315 LUC MILK1,5.98,5.98,,1361,,1.0,,,,,,,,,,,,,,,5.98,315 LUC MILK1,,,,,,,,,,,600afbd90a720f053500000b
3750,3750,,316 LUCERNEMILK2%,2.84,2.84,,1364,,1.0,,,,,,,,,,,,,,,2.84,316 LUCERNEMILK2%,,,,,,,,,,,600afbd90a720f053500000b
3751,3751,,317 SIGFRIES,5.98,5.98,,1367,,1.0,,,,,,,,,,,,,,,5.98,317 SIGFRIES,,,,,,,,,,,600afbd90a720f053500000b
3752,3752,,318 EDWARDSPIEPREMIU,11.49,11.49,,1369,,1.0,,,,,,,,,,,,,,,11.49,318 EDWARDSPIEPREMIU,,,,,,,,,,,600afbd90a720f053500000b
3753,3753,021000065127,"KRAFT Indulgence Salad Dressing Blue Cheese, 15 Fl Oz",5.29,5.29,,1376,,1.0,,,,,,,,KRAFT DRESSING - INDULGENCE,559c2234e4b06aca36af13c6,,,,KRAFT,,5.29,310 KRAFT CRM CHS V/HPD,,,,,,,,,,KRAFT DRESSING - INDULGENCE,600afbd90a720f053500000b
3754,3754,,311 LUC EGGS LARGE AA,3.49,3.49,,1379,,1.0,,,,,,,,,,,,,,,3.49,311 LUC EGGS LARGE AA,,,,,,,,,,,600afbd90a720f053500000b
3755,3755,,312 LUC CHESE MED CHED,7.99,7.99,,1382,,1.0,,,,,,,,,,,,,CHEESE,,7.99,312 LUC CHESE MED CHED,,,,,,,,,,,600afbd90a720f053500000b
3756,3756,,Parmesan Cheese,3.19,3.19,,1385,,1.0,,,,,,,,,,,,,,,3.19,313 LUC PARMSAN CHEESE,,,,,,,,,,,600afbd90a720f053500000b
3757,3757,,314 LUC CHESEME ICAN,7.99,7.99,,1388,,1.0,,,,,,,,,,,,,,,7.99,314 LUC CHESEME ICAN,,,,,,,,,,,600afbd90a720f053500000b
3758,3758,,315 LUCMILK1 N A,5.98,5.98,,1391,,1.0,,,,,,,,,,,,,,,5.98,315 LUCMILK1 N A,,,,,,,,,,,600afbd90a720f053500000b
3759,3759,,316 LUCERNE VILK29 RF,2.84,2.84,,1394,,1.0,,,,,,,,,,,,,,,2.84,316 LUCERNE VILK29 RF,,,,,,,,,,,600afbd90a720f053500000b
3760,3760,,8317 E SIG FRIES,5.98,5.98,,1397,,1.0,,,,,,,,,,,,,,,5.98,8317 E SIG FRIES,,,,,,,,,,,600afbd90a720f053500000b
3761,3761,,318 FEDWARDS PIE PREMIU,11.49,11.49,,1400,,1.0,,,,,,,,,,,,,,,11.49,318 FEDWARDS PIE PREMIU,,,,,,,,,,,600afbd90a720f053500000b
3762,3762,,322 SELBUNS,2.29,2.29,,1413,,1.0,,,,,,,,,,,,,,,2.29,322 SELBUNS,,,,,,,,,,,600afbd90a720f053500000b
3763,3763,,323 TURNOVER AUPPLE4CT,4.49,4.49,,1415,,1.0,,,,,,,,,,,,,,,4.49,323 TURNOVER AUPPLE4CT,,,,,,,,,,,600afbd90a720f053500000b
3764,3764,,324 THOMAS CINN RSN BR,4.99,4.99,,1418,,1.0,,,,,,,,,,,,,THOMAS,,4.99,324 THOMAS CINN RSN BR,,,,,,,,,,,600afbd90a720f053500000b
3765,3765,072220001808,Franz Family Bakeries Hamburger Buns,2.99,2.99,,1421,,1.0,,,,,,,,BALLPARK HAMBURGER BUNS,5fb6b608be37ce522e165cb9,,,,FRANZ,,2.99,325 FRANZ HMBGR BUNS,,,,,True,,,,,,600afbd90a720f053500000b
3766,3766,,326 RHOT DOG BUNS,2.99,2.99,,1424,,1.0,,,,,,,,,,,,,,,2.99,326 RHOT DOG BUNS,,,,,,,,,,,600afbd90a720f053500000b
3767,3767,,USDA Choice Boneless Beef Loin Top Sirloin Steak,16.14,16.14,,1427,,1.0,,,,,,,,,,,,,,,16.14,327 BF LOIN T P STK,,,,,,,,,,,600afbd90a720f053500000b
3768,3768,,USDA Choice Boneless Beef Loin Tri Tip Steak,16.62,16.62,,1430,,1.0,,,,,,,,,,,,,,,16.62,328 BF TRITIP STK,,,,,,,,,,,600afbd90a720f053500000b
3769,3769,,USDA Choice Boneless Beef Loin Tri Tip Steak,14.74,14.74,,1433,,1.0,,,,,,,,,,,,,,,14.74,329 BF TRI TIP STK,,,,,,,,,,,600afbd90a720f053500000b
3770,3770,,80/20 Ground Beef,9.08,9.08,,1436,,1.0,,,,,,,,,,,,,,,9.08,330 80 GR BF 20 FAT,,,,,,,,,,,600afbd90a720f053500000b
3771,3771,,Pork Loin Center Rib Chops,9.28,9.28,,1439,,1.0,,,,,,,,,,,,,,,9.28,331 PK LN RIB CHOP CLB,,,,,,,,,,,600afbd90a720f053500000b
3772,3772,,Bone In Assorted Pork Chops,6.85,6.85,,1442,,1.0,,,,,,,,,,,,,,,6.85,332 PKCHOPS ASTD,,,,,,,,,,,600afbd90a720f053500000b
3773,3773,,334 FF CHKN ST,15.98,15.98,,1448,,1.0,,,,,,,,,,,,,,,15.98,334 FF CHKN ST,,,,,,,,,,,600afbd90a720f053500000b
3774,3774,,335 JD SAUSAGE,23.96,23.96,,1451,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,JIMMY DEAN,OSCAR MAYER SAUSAGE LINK,23.96,335 JD SAUSAGE,,,,,True,,,,,,600afbd90a720f053500000b
3775,3775,,336 KOCH CKN B,15.98,15.98,,1453,,1.0,,,,,,,,,,,,,,,15.98,336 KOCH CKN B,,,,,,,,,,,600afbd90a720f053500000b
3776,3776,,337 PORK SAUSAGE ROL,5.99,5.99,,1455,,1.0,,,,,,,,,,,,,,,5.99,337 PORK SAUSAGE ROL,,,,,,,,,,,600afbd90a720f053500000b
3777,3777,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,14.01,14.01,,1006,,3.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,14.01,BEN & JERRY' S CHUNKY MONKEY PINT,,,140.1,,,,,,,BEN AND JERRYS ICE CREAM,600b420b0a7214ada200000d
3778,3778,076840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,28.00,28.00,,1009,,5.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,28.00,BEN & JERRY' S CHUNKY MONKEY PINT,,,280.0,,,,,,,BEN AND JERRYS ICE CREAM,600b420b0a7214ada200000d
3779,3779,076840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,10.28,10.28,,1012,,2.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,10.28,BEN & JERRY' S CHUNKY MONKEY PINT,,,102.8,,,,,,,BEN AND JERRYS ICE CREAM,600b420b0a7214ada200000d
3780,3780,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,8.52,8.52,,1015,,2.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DORITOS,,8.52,"DORITOS NACHO CHEESE, 28.5 OZ",,,,,,,,,,DORITOS NACHO CHEESE MULTI SERVE,600b420b0a7214ada200000d
3781,3781,016000854307,Trix & Cocoa Puffs & Lucky Charms Rte Cereal - 38.5Oz,10.99,10.99,,1022,,1.0,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,GM CEREAL VARIETY PACKS,5332f5f3e4b03c9a25efd0ae,,,,GENERAL MILLS,,10.99,GMILLS LCKY CART,,,,,,,,,,GM CEREAL VARIETY PACKS,600b420b0a7214ada200000d
3782,3782,,BC DLGHTS BRS MX,0.79,0.79,,1024,,1.0,,,,,,,,,,,,,BETTY CROCKER,,0.79,BC DLGHTS BRS MX,,,,,,,,,,,600b420b0a7214ada200000d
3783,3783,,BCHRSHYCHOC FR,1.98,1.98,,1026,,1.0,,,,,,,,,,,,,,,1.98,BCHRSHYCHOC FR,,,,,,,,,,,600b420b0a7214ada200000d
3784,3784,311111434807,CHEX CEREAL MEDIUM SIZE,1.49,1.49,,1028,,1.0,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,CHEX CEREAL MEDIUM SIZE,5332f5f3e4b03c9a25efd0ae,,,,CHEX,,1.49,GMILLS CHEX,,,,,False,,,,,CHEX CEREAL MEDIUM SIZE,600b420b0a7214ada200000d
3785,3785,016000877009,General Mills Breakfast Packs Rte Cereal - 9.14Oz,2.49,2.49,,1030,,1.0,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,GM CEREAL VARIETY PACKS,5332f5f3e4b03c9a25efd0ae,,,,GENERAL MILLS,,2.49,GM CEREAL RICE,,,,,,,,,,GM CEREAL VARIETY PACKS,600b420b0a7214ada200000d
3786,3786,016000126855,Cinnamon Toast Crunch Rte Cereal - Giant Size,2.49,2.49,,1032,,1.0,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,CINNAMON TOAST CRUNCH CEREAL GIANT SIZE,5332f5f3e4b03c9a25efd0ae,,,,CINNAMON TOAST CRUNCH,,2.49,GM CEREAL CRN,,,,,,,,,,CINNAMON TOAST CRUNCH CEREAL GIANT SIZE,600b420b0a7214ada200000d
3787,3787,,BC PEANUT BUTTEI,3.79,3.79,,1034,,1.0,,,,,,,,,,,,,,,3.79,BC PEANUT BUTTEI,,,,,,,,,,,600b420b0a7214ada200000d
3788,3788,,JACK LINKS ORIGIN,5.99,5.99,,1036,,1.0,,,,,,,,,,,,,JACK LINK'S,,5.99,JACK LINKS ORIGIN,,,,,,,,,,,600b420b0a7214ada200000d
3789,3789,020709100139,TRL SR BRT CRW CRWL GM CNDY BAG 30.4 OZ,6.98,6.98,,1038,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,TROLLI,,6.98,TROLLI SOU,,,,,,,,,,,600b420b0a7214ada200000d
3790,3790,021000037490,KRAFT Velveeta Cheesy Skillets Creamy Beef Stroganoff,5.99,5.99,,1040,,1.0,,,,,,,,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,VELVEETA,,5.99,KRAFT VELVEETA SF,,,,,True,,,,,VELVEETA CHEESY SKILLETS,600b420b0a7214ada200000d
3791,3791,511111802358,CRACKER BARREL,28.14,28.14,,1042,,1.0,,,,,,,559c2234e4b06aca36af13c6,,559c2234e4b06aca36af13c6,,,,CRACKER BARREL,,28.14,CRCKR BRL,,,140.7,,False,,,,,,600b420b0a7214ada200000d
3792,3792,022000014252,ORBIT BUBBLE MINT DENTAL GUM SUGAR FREE PELLET RP 180 CT - 0022000014252,6.45,6.45,,1046,,1.0,,,,,,,,,5e825d64f221c312e698a62a,,,,ORBIT,,6.45,ORBIT GUM,,,,,,,,,,,600b420b0a7214ada200000d
3793,3793,,CHEEZITCRCKR,6.49,6.49,,1048,,1.0,,,,,,,,,,,,,,,6.49,CHEEZITCRCKR,,,,,,,,,,,600b420b0a7214ada200000d
3794,3794,,Cranberry Sunshine,4.98,4.98,,1050,,1.0,,,,,,,,,,,,,,,4.98,SUNSHINE C,,,,,,,,,,,600b420b0a7214ada200000d
3795,3795,,FOLGERSCOFF CLS,9.99,9.99,,1052,,1.0,,,,,,,,,,,,,,,9.99,FOLGERSCOFF CLS,,,,,,,,,,,600b420b0a7214ada200000d
3796,3796,,FOLGERS COFFEE,9.99,9.99,,1054,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,FOLGERS,MAXWELL HOUSE GROUND COFFEE,9.99,FOLGERS COFFEE,,,,,True,,,,,,600b420b0a7214ada200000d
3797,3797,029000073692,PLANTERS Mixed Nuts 56 oz. Canister,14.99,14.99,,1058,,1.0,,,,,,,559c2234e4b06aca36af13c6,PLANTERS MIXED NUTS,559c2234e4b06aca36af13c6,,,,PLANTERS,,14.99,PLNTR CASHEVNS 3,,,75.0,,,,,,,PLANTERS MIXED NUTS,600b420b0a7214ada200000d
3798,3798,,KLLGO FUN PACK C,4.99,4.99,,1062,,1.0,,,,,,,,,,,,,,,4.99,KLLGO FUN PACK C,,,,,,,,,,,600b420b0a7214ada200000d
